routes,canonical_bitstring,provider_bitstrings,counts,probability,one_hot,joint_feasible,assignment,current_objective,base_energy,transformed_energy,scenario_costs,scenario_regrets
"[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",010111010010,"[""010010111010""]",4,0.0009765625,False,False,,,6.7793116086485155,0.25840327867997676,{},{}
"[0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1]",010111101001,"[""100101111010""]",4,0.0009765625,False,False,,,8.502339354571443,0.32480260748689177,{},{}
"[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0]",010111110010,"[""010011111010""]",4,0.0009765625,False,False,,,8.626627685503408,0.32959223537996657,{},{}
"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",011000000000,"[""000000000110""]",4,0.0009765625,False,False,,,2.7267501047182,0.10223204786466536,{},{}
"[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]",011000101101,"[""101101000110""]",4,0.0009765625,False,False,,,6.246950218370387,0.23788797410590573,{},{}
"[0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]",011000110100,"[""001011000110""]",4,0.0009765625,False,False,,,4.127665120845455,0.15621830374852108,{},{}
"[0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1]",011000111001,"[""100111000110""]",4,0.0009765625,False,False,,,8.300855612213866,0.31703814444228623,{},{}
"[0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1]",011001101001,"[""100101100110""]",4,0.0009765625,False,False,,,4.602258030411632,0.17450741762163263,{},{}
"[0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1]",011101101011,"[""110101101110""]",4,0.0009765625,False,False,,,8.563558903536174,0.32716179001934886,{},{}
"[0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1]",011101110011,"[""110011101110""]",4,0.0009765625,False,False,,,8.48154459930424,0.3240012519685529,{},{}
"[0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0]",011110011110,"[""011110011110""]",4,0.0009765625,False,False,,,8.582466396543904,0.3278904171979334,{},{}
"[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0]",011110110100,"[""001011011110""]",4,0.0009765625,False,False,,,6.557589955292788,0.24985891890421819,{},{}
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]",100000101111,"[""111101000001""]",4,0.0009765625,False,False,,,8.282773857080326,0.31634133824902616,{},{}
"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",100000110001,"[""100011000001""]",4,0.0009765625,False,False,,,2.07537590667276,0.0771304151981567,{},{}
"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",100001000001,"[""100000100001""]",4,0.0009765625,False,False,,,0.46015950340552847,0.014885750068045113,{},{}
"[1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]",100001110100,"[""001011100001""]",4,0.0009765625,False,False,,,2.3650318692499113,0.08829272035868196,{},{}
"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1]",100010110011,"[""110011010001""]",4,0.0009765625,False,False,,,4.123855309101002,0.1560714872255075,{},{}
"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1]",100011000001,"[""100000110001""]",4,0.0009765625,False,False,,,2.3611444058125195,0.0881429114170587,{},{}
"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",100100001000,"[""000100001001""]",4,0.0009765625,False,False,,,0.5617572470252828,0.01880096385413262,{},{}
"[1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]",100101000100,"[""001000101001""]",4,0.0009765625,False,False,,,2.8835341479602503,0.10827394432485861,{},{}
"[1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1]",100110011011,"[""110110011001""]",4,0.0009765625,False,False,,,6.225839850840918,0.2370744560194206,{},{}
"[1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1]",100110111001,"[""100111011001""]",4,0.0009765625,False,False,,,8.329386407922584,0.31813761929976825,{},{}
"[1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1]",100111010011,"[""110010111001""]",4,0.0009765625,False,False,,,8.340992445491336,0.31858487449139034,{},{}
